label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
0,69.77956049,29.77859237,83.6238391,57.88025783,44.6128331,165.46369,83.6305709,82.51967097,108.148729,155.6141959,14.28424574,11.05135651,15.51519574,14.58318069,2.434599201,24.01324187,15.54395308,16.11838197,2.703300456,5.076409026,15,1,15,8,18,2,18,11,95,122,12,12,9,14,5,9,12,8,10,9,31,14,18,9,24,4,22,19,12,5,11,8,5,25,10,19,17,22,13,14,10,7,11,4,15,22,10,13,16,12,22,22,20,31,12,5,2,4,12,37,30,27,43,19,10,9,4,13,8,8,10,7,12,10,12,19,22,11,37,14,4,28,11,9,12,36,16,19,7,23,14,18,28,29,42,8,8,18,13,16,54,22,11,11,8,3,8,17,9,25,5,11,3,13,15,8,11,15,2,15,1,6,1,1,33,16,4,8,7,12,5,4,28,38,26,13,0,6,38,2,25,3,2,6,7,4,5,0,22,20,2,6,3,9,6,7,0,0,3,2,2,4,6,4,4,8,4,0,6,2,22,24,16,57,24,14,13,23,38,23,21,26,31,17,7,35,17,15,30,47,14,16,39,13,41,13,3,17,33,6,28,10,8,8,2,36,3,8,29,12
1,73.16301079,28.93608879,88.39358915,60.13914006,44.47288364,172.4034699,88.39388691,87.06903157,106.5747288,157.974432,14.01936617,11.64749028,15.35647586,14.29716332,2.23943819,25.08177076,15.35734916,15.67125462,3.019379918,5.24334544,23,1,27,18,22,14,27,21,95,133,24,23,2,3,5,15,30,30,25,6,5,18,5,20,11,25,7,10,8,28,10,11,29,15,30,15,17,7,11,8,27,33,25,13,5,25,12,27,29,8,7,15,30,42,7,20,6,3,17,3,26,28,32,6,5,6,31,4,36,5,4,29,18,21,3,28,5,35,32,14,35,24,8,20,20,13,14,17,1,6,16,30,20,51,30,16,6,9,17,6,31,8,2,1,5,42,5,12,34,4,0,14,5,20,30,3,17,10,1,0,1,0,0,1,23,0,13,21,10,5,15,11,3,35,6,4,6,4,33,1,22,1,1,3,25,0,7,0,28,21,0,4,2,2,6,7,0,0,12,0,0,1,8,0,1,11,0,0,4,0,8,30,42,28,14,24,14,16,23,30,20,28,36,28,16,25,10,23,34,44,7,16,18,18,64,28,11,1,27,3,25,7,35,12,6,21,13,5,4,8
1,97.37840938,41.03080622,116.2795707,81.80623026,44.12347373,165.186342,116.2887113,114.6504266,102.6328474,164.340239,11.95907751,11.8640813,11.97192443,14.61319848,3.105221258,23.18998816,12.01042989,12.24270272,2.364740554,5.672383951,52,1,71,35,25,30,71,68,94,133,8,5,10,10,25,12,23,25,15,7,19,16,25,12,16,15,5,9,8,17,35,37,6,9,7,35,10,54,19,14,22,20,8,5,16,9,9,8,18,30,3,36,51,41,4,7,1,4,8,6,32,12,75,5,4,3,16,0,24,8,21,15,23,8,4,24,25,12,51,17,11,37,17,25,4,54,10,9,2,3,15,8,31,49,57,11,5,32,8,2,72,2,0,1,5,18,6,2,13,11,3,11,25,31,18,1,5,6,26,0,0,0,0,0,9,1,11,23,11,6,18,8,1,15,14,17,42,15,20,0,28,2,2,1,12,0,8,2,20,18,0,15,0,1,8,4,0,0,2,4,0,0,6,1,10,5,0,0,10,1,33,9,18,28,23,21,24,25,9,14,24,14,83,21,27,28,10,9,27,21,25,6,44,14,43,8,7,1,43,4,30,2,23,9,5,55,14,0,0,7
0,79.66364391,28.61318776,96.49419643,66.09107093,43.77188361,179.7297562,96.49725503,95.0125749,104.9316236,161.5044117,14.38453454,11.14198296,16.1309231,14.73732657,2.316739832,25.89454308,16.14018033,16.30526703,3.020363714,6.297786007,20,1,24,12,21,52,24,18,95,137,13,16,33,0,4,1,8,12,11,6,12,13,9,11,11,14,4,12,5,7,13,12,12,6,15,15,10,24,7,32,8,8,5,6,15,7,8,12,10,15,21,23,43,44,4,7,8,8,7,14,11,38,16,8,10,10,7,17,12,21,22,9,25,7,15,32,23,8,19,8,15,10,4,7,16,43,11,30,11,9,10,44,10,35,55,10,4,25,11,20,24,7,7,12,14,10,7,14,9,8,3,18,18,32,21,14,12,8,4,2,0,0,2,4,6,1,4,11,12,17,5,8,16,8,22,18,9,6,16,0,16,0,0,7,28,4,19,0,37,14,1,8,0,3,1,13,1,0,5,2,1,0,4,0,8,4,0,0,7,3,38,11,15,39,27,27,18,16,14,20,22,14,38,27,22,21,14,20,24,33,22,13,15,10,53,8,6,19,47,4,9,8,8,21,14,28,6,18,7,12
0,87.19493632,47.52891212,99.41054593,78.39732013,42.39576836,134.503836,99.41664582,100.180368,110.5554784,154.5768663,15.37676103,14.2568478,15.473065,16.94959533,2.505096912,24.72216204,15.46597628,16.1897347,2.391992208,5.082723336,41,4,40,32,6,10,46,43,100,123,13,13,8,19,16,10,11,16,10,14,12,22,12,13,9,12,20,17,14,17,21,12,24,25,13,19,14,11,21,22,36,19,16,15,15,16,27,15,18,10,7,20,23,33,7,17,6,2,12,9,20,17,44,16,14,9,14,17,17,21,21,20,3,18,17,23,9,14,26,24,12,22,17,11,12,26,10,19,18,11,13,18,21,28,27,10,13,23,21,9,49,6,5,16,3,14,28,12,13,3,14,12,6,10,31,1,8,7,0,16,0,1,1,2,15,5,12,11,9,16,5,9,7,15,15,12,13,5,28,2,27,3,4,17,8,3,12,2,37,20,4,3,8,2,2,10,0,5,10,1,6,0,5,1,1,4,3,4,9,3,35,22,35,19,32,22,28,32,21,19,13,27,24,17,10,18,32,13,21,60,18,8,23,24,27,18,11,19,20,3,17,11,15,18,14,39,13,6,3,13
1,85.4352862,58.62809545,96.03706046,74.87139218,47.00525253,101.5874338,96.04011126,97.23622896,112.4208579,146.8530581,13.90524189,15.23171183,13.27449037,15.23237897,3.172434973,21.14122082,13.28118596,14.30163546,2.459478784,2.902689216,44,12,55,33,19,23,55,53,101,120,25,14,3,1,4,10,15,15,25,3,7,19,16,8,21,10,14,11,4,11,37,32,12,26,8,24,17,22,17,27,19,10,5,3,6,17,23,14,10,11,13,8,6,20,11,8,9,33,6,3,21,17,75,21,7,6,10,12,13,10,5,13,35,14,12,16,41,12,47,23,22,19,10,15,23,2,17,6,11,12,15,7,11,41,7,18,27,9,8,8,62,17,5,10,19,6,6,10,19,24,2,11,15,35,15,5,13,11,1,1,0,0,0,0,16,0,6,6,6,20,0,6,3,26,23,8,16,4,29,0,27,0,0,0,20,0,9,0,17,11,2,3,0,3,5,1,0,0,5,3,1,1,5,5,2,2,3,0,3,1,37,10,32,28,56,14,23,48,16,13,21,11,11,30,26,15,8,17,31,17,9,15,39,7,27,8,10,16,7,47,12,8,18,4,7,37,13,4,13,10
0,72.84425285,29.65636159,87.4175128,60.71716128,44.08235064,169.6011614,87.43337252,86.3005629,107.4190269,157.2984134,14.42252844,12.21724458,16.11331324,13.90003296,2.509867329,26.94382853,16.16456268,16.47559135,3.272170289,5.57266875,15,1,17,11,18,28,17,11,98,130,5,14,19,28,23,5,26,19,14,13,19,11,16,13,11,7,8,16,13,8,15,18,11,17,13,8,14,31,12,6,11,13,25,14,11,23,9,11,6,24,24,23,22,16,9,20,15,13,14,17,19,31,46,4,7,8,4,14,8,14,21,23,38,11,10,10,19,16,30,10,9,22,8,14,14,29,8,16,15,7,19,37,10,10,34,19,14,31,9,5,37,19,5,14,16,6,17,13,7,19,0,34,6,11,2,8,6,9,5,6,0,0,0,12,15,0,6,11,8,32,6,5,2,26,11,14,5,17,23,0,41,2,5,12,21,6,6,0,6,10,0,6,3,6,3,8,0,0,2,1,4,0,1,0,6,1,0,0,4,1,19,14,23,31,17,54,12,12,24,26,4,36,44,28,17,31,11,28,20,42,29,17,27,6,13,12,5,16,30,20,14,9,8,30,12,31,15,11,12,11
1,78.28732057,35.05134959,92.66730213,66.53542201,43.72324614,160.8366016,92.73091564,92.01488747,107.6450964,157.2982322,14.10988429,13.18158322,14.40238513,15.21445864,2.902380366,23.39300757,14.66308398,15.12373782,2.617361919,3.859796151,24,1,33,15,17,25,33,27,98,137,20,8,5,3,4,4,13,17,7,4,22,9,11,8,8,14,1,7,5,13,35,31,10,5,9,23,9,46,7,13,13,14,4,4,16,6,5,4,9,25,6,15,26,19,3,9,6,26,8,4,10,21,77,19,4,9,12,10,15,1,10,13,38,3,7,5,37,14,55,10,12,30,6,4,5,19,9,9,2,5,5,7,9,35,21,11,11,10,7,4,69,8,7,7,27,15,2,11,3,34,0,11,46,28,21,4,5,8,10,2,0,0,0,1,2,1,2,24,22,7,4,2,4,35,16,10,22,23,19,0,35,0,3,1,7,0,8,0,25,17,0,5,0,7,6,0,0,0,2,4,0,0,2,0,4,3,0,0,2,1,32,27,16,21,20,32,16,16,23,9,15,19,45,25,25,33,12,22,23,33,13,10,44,5,31,9,7,10,22,48,9,11,18,5,6,38,5,4,3,4
0,69.80683875,28.93359539,83.41861524,58.69013665,43.86312177,167.1521409,83.42470695,82.38374127,108.5699727,155.9661889,15.44092092,11.05884764,17.60935999,14.52524616,2.827718614,25.39827101,17.62167782,18.0815145,3.651341512,5.96942853,8,1,8,4,5,5,8,6,97,117,9,9,44,42,9,17,23,18,8,21,11,15,31,12,11,16,34,10,15,11,9,2,17,43,19,18,17,23,9,17,24,14,15,15,4,16,23,24,27,16,24,11,15,18,8,19,6,4,26,19,36,23,21,13,21,40,7,38,8,17,17,20,18,14,32,20,9,29,22,16,7,3,26,18,23,12,20,11,29,13,14,37,30,7,27,29,15,12,11,20,17,23,25,18,11,7,37,27,14,9,1,8,7,11,4,8,7,14,0,2,0,1,0,11,8,7,11,6,2,29,1,0,17,24,15,12,3,12,39,0,52,3,1,7,6,9,3,0,5,2,6,3,3,2,3,7,2,3,4,1,11,1,2,17,0,5,17,9,5,0,13,15,8,17,7,125,24,15,15,32,9,23,32,69,23,17,13,14,6,23,18,15,19,12,14,12,6,25,27,10,35,39,8,34,34,8,14,16,11,16
1,68.51943459,28.51177605,82.25342074,56.8416025,44.5646412,167.5321149,82.25395476,81.00587969,108.3448965,155.5092119,17.2955092,12.18759079,19.08355956,17.60059953,2.794119898,26.82674305,19.08464093,19.71058196,3.579145567,6.378317238,24,1,31,14,18,26,31,26,95,139,14,12,14,22,7,12,8,12,19,10,26,15,9,11,17,17,9,10,14,15,10,23,15,12,13,26,20,13,11,24,20,6,8,9,19,8,16,10,17,13,8,17,16,32,7,14,9,8,13,21,20,16,59,13,14,6,24,3,19,14,10,19,18,13,9,23,15,19,37,35,6,28,12,12,17,29,8,14,11,9,11,16,30,32,32,16,16,17,16,10,59,6,3,9,9,22,8,14,22,10,4,15,11,20,11,5,11,17,5,8,7,0,0,2,24,4,4,12,9,19,6,9,25,26,14,3,14,7,25,0,24,1,6,7,17,5,5,0,22,14,0,7,2,4,7,7,0,0,13,2,4,3,4,0,4,6,0,0,7,5,18,14,13,41,37,32,23,22,18,17,19,25,36,29,32,35,13,19,21,26,15,14,44,17,31,15,13,7,20,8,16,10,21,12,15,33,18,8,10,8
0,78.9100574,35.86925579,91.2964883,71.04540083,41.41076572,157.2799583,91.30276983,91.44670381,110.4713483,156.636411,20.14778305,17.08278197,21.03390063,21.11187221,3.551234932,31.95129876,21.0453566,22.18517255,3.12435802,6.44668826,10,1,11,7,5,2,11,8,100,113,21,16,11,55,15,17,45,26,31,48,22,16,19,25,17,20,14,30,15,27,7,3,19,101,26,30,27,15,16,3,12,27,47,38,5,48,22,20,32,2,41,13,6,1,37,29,22,15,21,4,62,7,4,10,42,41,36,43,29,27,17,26,20,31,35,5,8,31,3,39,38,5,41,50,35,10,42,9,18,27,24,10,51,3,13,32,17,14,28,44,0,47,37,13,20,28,38,34,38,7,26,3,14,10,11,11,0,3,2,7,2,1,3,18,2,11,6,11,5,11,8,1,27,10,16,24,6,5,7,27,9,49,17,37,9,7,3,0,14,15,58,4,3,2,1,0,10,22,0,4,6,17,2,46,1,2,50,28,6,16,8,28,36,6,4,46,22,12,41,73,25,28,6,28,20,25,9,35,15,33,20,38,2,25,1,30,32,35,8,5,50,37,32,11,43,2,20,31,38,30
1,83.12097994,48.16083878,95.73457465,71.74363534,45.30681564,127.3153506,95.73487636,96.02256031,109.7785844,152.1534147,10.40023492,9.563100649,10.919143,10.80508633,2.359722767,16.98956916,10.91963304,11.30702522,1.962239546,3.580152916,35,3,37,30,23,29,37,36,99,132,16,6,3,1,5,3,5,14,10,3,6,9,18,8,7,12,4,17,4,11,3,5,5,13,5,6,16,2,11,29,10,8,8,7,17,4,9,13,8,1,2,11,16,27,13,5,4,3,7,11,13,8,41,6,9,7,18,16,15,3,4,11,5,7,12,13,5,15,33,7,18,16,6,10,15,20,3,12,2,9,14,7,13,29,21,10,5,7,3,7,46,11,9,4,3,24,5,8,9,2,0,1,1,5,13,2,6,12,0,3,0,0,0,0,29,1,3,3,3,13,2,4,4,35,3,1,1,0,33,0,34,0,0,1,0,1,0,0,8,15,0,3,0,2,0,1,0,0,2,1,0,0,4,1,2,3,0,0,0,1,44,10,11,16,57,15,22,40,18,10,22,18,2,5,13,29,10,15,48,34,6,8,28,6,29,5,8,16,19,0,10,8,23,3,12,29,7,8,6,4
0,93.99817438,38.93215569,108.5737765,86.45084956,39.75304973,165.0602704,108.5846558,108.9173806,108.3363364,162.8808781,16.7735225,16.0234886,17.34424324,18.30434546,2.011646682,30.71663958,17.37931889,17.74375856,2.735799845,6.477730728,23,1,29,19,20,19,29,24,99,135,14,17,43,22,9,16,22,16,13,32,47,15,26,5,15,13,12,26,15,14,17,16,16,43,15,27,7,41,12,13,24,6,22,28,12,31,5,16,24,32,27,35,36,53,20,9,11,17,17,15,24,22,26,6,17,17,10,35,9,15,34,21,36,18,35,29,22,19,20,8,10,34,9,17,16,37,14,18,15,29,6,42,15,15,42,22,14,38,13,31,39,15,29,18,26,9,20,19,12,8,10,11,12,31,19,12,9,13,3,15,1,1,0,11,10,8,20,20,10,13,20,4,25,3,15,22,15,18,10,1,23,0,7,10,39,3,6,0,22,27,0,9,5,2,3,6,0,0,9,4,6,0,4,0,3,4,0,0,5,5,33,26,36,35,7,24,18,14,24,28,19,26,76,25,9,24,13,14,18,31,43,11,19,9,40,12,14,42,32,17,18,19,9,26,22,37,9,15,16,11
0,79.01077854,39.30175038,92.31986155,68.05474962,43.99716208,148.3784897,92.32304448,91.97749695,108.9998052,155.0245842,18.13461785,14.46775316,19.03229509,19.41367266,3.184440894,27.68716835,19.04126072,19.91461513,3.485931362,5.666163733,13,1,14,9,18,26,14,9,96,130,12,22,40,41,35,16,9,14,10,45,37,7,21,12,17,12,19,33,24,12,9,23,21,20,19,25,21,42,13,36,41,10,19,14,21,22,20,18,16,32,20,37,13,32,19,11,50,23,9,24,15,43,26,8,15,21,6,42,14,18,50,19,26,4,26,38,8,14,13,9,5,38,15,9,25,27,24,35,33,33,9,44,13,19,18,15,12,57,9,27,38,30,17,37,35,6,16,22,17,15,55,29,17,15,18,15,4,11,12,17,12,7,10,25,15,19,17,18,14,10,19,10,38,14,24,16,5,9,25,14,18,10,14,30,28,31,3,13,21,22,1,9,14,6,11,30,8,14,7,2,16,8,4,4,3,14,3,0,8,17,12,35,25,57,19,13,11,11,23,14,29,30,50,16,20,30,52,16,17,20,60,18,20,6,35,6,8,40,21,14,16,16,17,29,16,42,10,27,19,26
0,74.2177797,39.64615089,85.81803064,64.64533055,44.0232392,138.5520796,85.94327378,85.89423192,111.0486036,151.9731888,16.94040879,13.59176188,17.44701436,18.89330973,4.144336128,24.39823893,17.82573072,18.52280435,3.579625291,5.532670268,20,1,22,13,15,42,22,17,98,135,12,7,18,18,10,14,18,12,7,11,25,9,13,18,11,11,8,7,13,4,6,39,7,11,6,16,10,98,5,7,21,8,3,7,31,6,11,9,17,20,18,25,19,23,7,8,15,47,13,14,10,32,66,26,5,12,4,13,7,20,14,13,110,16,15,19,19,11,29,5,5,32,6,8,11,30,15,13,20,10,16,11,8,31,20,15,18,26,9,13,40,15,9,24,66,4,6,19,7,49,12,47,18,19,20,11,11,3,12,19,2,3,0,16,19,7,9,7,10,19,11,5,25,19,14,16,18,22,11,1,21,9,16,11,16,6,21,4,36,10,3,5,5,1,2,1,2,0,5,2,9,4,1,0,1,2,0,1,3,3,66,14,41,18,26,22,15,26,27,15,28,22,45,20,15,15,14,12,40,19,26,15,36,15,28,9,2,18,18,86,8,12,11,7,5,37,6,24,12,14
0,59.33451161,32.74502883,69.703139,49.13267849,46.84206468,137.3799181,69.71942856,68.86424821,112.301042,147.5308714,13.09306229,12.98169836,13.86685085,13.152617,2.775694937,30.71235417,13.90105707,14.8406467,3.322033356,4.577898456,21,1,29,10,15,3,29,23,98,119,34,21,7,10,16,10,50,32,16,13,16,14,11,14,20,34,16,9,9,20,6,7,8,29,13,10,21,37,16,18,8,14,30,22,8,36,18,12,19,22,17,19,28,19,25,14,27,24,13,15,24,13,20,36,16,13,12,7,13,13,42,20,38,12,17,15,27,36,7,13,20,10,22,52,14,13,17,3,20,12,15,7,35,14,33,19,14,40,10,19,18,24,9,11,25,30,18,5,23,26,37,7,3,14,15,7,18,12,0,6,6,4,0,4,27,11,5,11,1,20,3,17,12,33,15,10,1,3,32,0,27,2,14,11,9,35,8,0,19,10,0,3,18,5,7,6,6,1,7,3,3,20,3,0,3,4,0,0,6,19,20,22,31,46,21,27,13,12,39,21,25,14,26,28,19,33,34,13,25,31,37,20,15,18,17,14,27,11,37,20,30,9,21,5,15,23,11,5,16,27
1,85.40387586,43.33243987,98.55653574,75.65426208,42.64154816,143.9988536,98.56284084,98.87404536,109.3516445,156.1500341,14.26918302,13.19260686,14.48115254,15.96638577,2.555377845,25.5386535,14.48366636,15.00400668,2.764083696,5.150810989,39,2,48,31,16,24,49,48,99,138,25,19,10,33,7,11,5,10,20,5,74,23,3,22,12,15,15,13,15,19,17,15,18,31,8,19,29,16,25,23,18,13,21,35,17,24,17,19,15,14,25,20,39,39,7,17,6,9,14,30,51,20,68,9,11,4,17,4,11,2,14,16,6,20,16,37,4,37,19,25,19,41,28,32,16,31,28,13,9,17,10,19,46,47,43,13,11,22,16,8,65,29,4,18,7,21,11,8,16,8,4,20,16,24,26,2,14,28,8,6,0,5,4,18,22,9,7,23,19,22,16,16,24,36,21,8,9,3,41,9,42,6,1,16,26,2,13,1,24,22,1,1,6,7,13,8,0,0,12,7,5,0,7,6,0,10,1,0,5,4,18,13,19,45,34,28,33,18,24,22,23,47,26,31,9,24,13,8,35,30,18,9,47,17,46,17,19,3,37,3,48,7,13,13,10,47,6,6,30,7
0,87.07705758,34.53190493,103.7336929,74.39608047,42.89387084,171.4539943,103.7349685,102.7299855,105.2162189,162.3164334,13.89262817,12.05393815,14.53145755,15.02032508,2.456324732,21.70885432,14.53331383,14.86736409,2.616243763,4.448487873,16,1,22,11,6,2,22,15,96,127,21,18,19,4,10,17,36,34,17,10,5,11,28,6,20,22,21,16,15,28,11,10,23,27,22,22,25,6,28,27,20,24,23,20,12,25,25,16,25,13,7,4,31,30,30,33,6,11,7,7,13,23,9,7,14,23,16,36,30,31,5,27,14,15,44,16,1,29,14,13,27,23,7,28,29,22,9,22,13,17,10,48,12,8,27,13,6,5,25,25,17,12,31,21,7,31,27,43,21,2,0,8,20,29,25,1,2,8,5,2,3,6,0,3,6,1,5,3,12,10,0,5,3,11,9,1,27,6,12,0,19,5,8,6,23,0,14,0,28,18,0,1,8,6,1,3,3,0,9,4,1,0,5,2,1,4,0,5,2,0,14,30,23,24,19,34,18,7,31,33,14,44,28,29,28,20,6,30,24,44,3,6,6,12,19,20,23,36,17,2,10,41,32,28,13,25,19,21,13,24
1,73.25428516,34.86933987,87.86399498,59.22389508,46.48080654,156.2159679,87.86402714,86.55573124,107.1022115,154.780977,16.45532801,13.83049564,17.48186779,16.76194192,2.526117255,27.87366195,17.48191341,18.12097131,2.935537221,4.895323858,32,1,46,15,28,26,46,40,97,133,15,6,8,13,6,9,21,21,14,8,5,23,10,9,6,13,9,6,5,28,8,7,6,42,11,10,15,15,6,17,5,11,22,31,9,13,17,13,18,7,11,3,6,7,12,19,6,5,7,5,34,39,4,8,12,7,15,14,24,13,7,20,6,4,13,9,9,37,8,31,13,2,12,27,10,5,14,29,5,7,17,46,37,5,8,5,6,3,15,9,4,9,6,5,7,34,13,16,13,7,0,12,17,14,8,3,4,2,1,5,0,0,0,0,9,0,2,4,8,2,0,2,6,8,3,2,14,23,8,0,18,0,1,5,16,0,18,0,18,4,0,2,1,3,4,7,0,0,1,5,5,0,3,0,2,0,0,0,3,0,11,32,44,24,11,29,13,8,34,37,19,43,37,18,27,30,3,29,19,25,4,11,3,19,5,25,7,10,7,3,23,11,27,40,6,5,15,10,11,9
0,82.41065466,32.89856533,97.99344822,70.68542859,42.61818692,171.9559702,98.06058107,97.11245698,106.4193713,160.7148601,17.12702098,13.56485724,17.94099524,18.29961389,2.798568606,21.57995154,18.16426002,18.58954947,3.334907724,4.441263564,22,1,26,19,16,46,26,20,97,138,6,5,12,9,16,10,8,19,6,14,26,3,9,6,8,7,7,14,10,18,23,13,12,19,14,38,12,61,10,8,11,5,15,14,15,13,10,11,6,12,26,22,19,45,12,9,9,45,16,9,9,33,29,5,6,15,11,22,27,22,15,17,84,22,7,24,15,32,25,15,5,18,17,13,15,19,24,9,18,8,9,32,6,29,21,11,23,22,9,18,32,29,7,19,44,27,17,19,18,6,11,30,10,27,31,13,2,6,21,7,0,4,12,0,13,0,22,5,12,5,11,13,3,16,17,17,26,28,11,0,20,6,10,9,18,2,14,0,52,16,0,5,0,7,2,1,0,0,7,4,0,2,2,0,10,5,0,0,2,7,7,19,24,42,26,31,11,18,17,16,10,33,86,16,21,19,17,14,18,16,19,14,16,6,59,9,9,22,21,31,4,15,27,22,21,25,15,21,28,12
1,69.37576432,46.90559118,77.32389862,62.34478102,44.98988289,104.0990536,77.333562,78.42987706,115.8230722,144.1576659,18.19571089,17.1875959,18.51517808,18.74382737,4.459538761,25.58128502,18.54538241,19.96405909,2.772980371,3.575731381,21,1,28,11,21,16,28,21,97,122,14,36,13,19,4,15,8,21,14,10,24,28,6,25,18,30,24,12,29,20,18,25,17,30,12,13,28,12,14,20,36,31,15,18,22,25,16,19,27,12,11,23,20,7,13,33,8,13,23,16,20,32,23,15,17,16,27,10,42,13,12,21,24,21,12,6,10,26,21,27,15,19,23,23,38,19,7,33,18,12,27,35,32,12,23,30,22,19,31,15,27,13,5,12,9,36,13,27,24,10,16,8,36,23,10,0,3,9,1,4,0,0,0,2,5,8,0,10,19,12,10,13,10,8,9,7,8,13,21,0,25,1,2,4,13,3,11,0,25,18,6,2,0,6,3,12,0,1,6,6,0,1,6,11,1,0,7,2,3,2,39,19,13,15,32,36,21,29,31,18,24,20,16,38,20,31,4,20,31,43,21,20,16,29,7,32,32,7,15,5,13,15,37,33,20,25,16,18,11,14
1,72.86385009,51.12606662,81.02315728,65.14781907,46.43250239,96.40375761,81.02843653,82.35782959,115.6150745,143.5621254,17.31480699,16.22939459,17.69104636,18.09883196,3.868726278,27.86432704,17.71009743,19.02670455,3.121638642,4.810366999,19,3,24,13,21,12,24,18,99,122,26,24,5,50,10,11,17,30,13,4,33,19,9,30,15,21,13,17,26,28,6,18,20,16,15,18,20,20,34,55,34,28,16,14,21,26,26,10,26,11,17,36,24,25,16,29,8,15,34,25,32,8,26,20,13,9,22,25,44,16,34,28,25,33,19,20,29,37,19,5,26,18,12,16,35,17,17,12,19,23,21,11,24,12,26,27,15,33,34,22,35,18,12,22,14,37,17,39,19,12,17,8,8,12,8,11,8,8,1,11,10,2,4,6,17,29,10,3,5,31,3,2,39,20,14,18,5,1,34,8,24,14,12,9,15,11,9,0,8,6,6,6,14,7,0,0,6,0,0,12,10,7,4,8,5,2,8,2,9,7,38,12,16,48,43,14,25,43,36,10,22,24,4,20,11,13,23,10,36,52,32,17,19,26,17,41,16,9,24,11,24,23,39,8,20,37,24,21,19,17
0,88.4445991,38.13847575,105.2581087,74.61950406,43.87533189,164.7383648,105.299731,104.1468098,104.8847009,161.1921574,15.17748491,14.61187211,14.86229766,17.47449221,2.968240815,24.08911369,15.00086308,15.63030882,2.59719972,4.336562455,38,1,49,23,17,50,49,46,96,141,19,10,7,2,3,7,31,29,16,1,18,18,7,12,13,13,3,9,10,25,68,28,5,17,6,7,11,56,5,20,22,6,10,7,14,13,6,11,26,52,7,32,45,29,6,13,7,8,5,13,16,26,109,26,2,5,12,5,13,3,26,14,15,8,6,16,91,19,87,8,7,25,7,19,7,32,13,16,2,3,16,11,10,50,46,8,18,30,11,2,70,7,2,2,4,17,6,1,10,73,9,16,88,46,16,7,4,2,21,5,1,2,0,2,2,0,10,24,36,0,23,10,3,13,16,22,52,17,16,1,33,2,5,4,29,1,16,0,35,12,0,15,1,8,9,0,0,0,4,15,0,4,1,0,10,7,0,0,7,5,26,18,21,28,11,34,7,6,20,27,15,24,68,21,15,57,13,20,19,24,24,12,101,4,37,16,5,4,43,46,9,3,11,10,9,36,8,5,2,8
